movie_name,is_adult,year_of_release,genres,actor_1,actor_2,actor_3,imdb_rating,comb
Bhoot Returns,0,2012,horror mystery thriller,j.d. chakravarthi,madhu shalini,alayana sharma,2.5,Bhoot Returns horror mystery thriller j.d. chakravarthi madhu shalini alayana sharma
Delhi Safari,0,2012,animation comedy drama,cary elwes,christopher lloyd,tara strong,5.7,Delhi Safari animation comedy drama cary elwes christopher lloyd tara strong
Chakravyuh,0,2012,action drama thriller,arjun rampal,abhay deol,manoj bajpayee,6.8,Chakravyuh action drama thriller arjun rampal abhay deol manoj bajpayee
Student of the Year,0,2012,comedy drama romance,alia bhatt,sidharth malhotra,varun dhawan,5.4,Student of the Year comedy drama romance alia bhatt sidharth malhotra varun dhawan
Ajab Gazabb Love,0,2012,comedy romance,jackky bhagnani,nidhi subbaiah,darshan jariwala,4.2,Ajab Gazabb Love comedy romance jackky bhagnani nidhi subbaiah darshan jariwala
Rush,0,2012,crime thriller,emraan hashmi,sagarika ghatge,neha dhupia,3.7,Rush crime thriller emraan hashmi sagarika ghatge neha dhupia
1920 Evil Returns,0,2012,drama horror romance,vicky ahuja,tia bajpai,irma jämhammar,4.8,1920 Evil Returns drama horror romance vicky ahuja tia bajpai irma jämhammar
Sons of Ram,0,2012,animation drama musical,sunidhi chauhan,ettienne couthino,devansh doshi,6.5,Sons of Ram animation drama musical sunidhi chauhan ettienne couthino devansh doshi
Ata Pata Lapatta,0,2012,comedy musical,asrani,amit behl,lankesh bhardwaj,5.6,Ata Pata Lapatta comedy musical asrani amit behl lankesh bhardwaj
Jab Tak Hai Jaan,0,2012,drama romance,shah rukh khan,katrina kaif,anushka sharma,6.7,Jab Tak Hai Jaan drama romance shah rukh khan katrina kaif anushka sharma
Talaash,0,2012,crime drama mystery,aamir khan,kareena kapoor,rani mukerji,7.2,Talaash crime drama mystery aamir khan kareena kapoor rani mukerji
Login,0,2012,drama thriller,himanshu bhatt,raadhika singh,akkash basnet,6.2,Login drama thriller himanshu bhatt raadhika singh akkash basnet
Son of Sardaar,0,2012,action comedy,ajay devgn,sanjay dutt,sonakshi sinha,4.0,Son of Sardaar action comedy ajay devgn sanjay dutt sonakshi sinha
Cigarette Ki Tarah,0,2012,romance thriller,ashok banthia,sudesh berry,yuvika chaudhry,4.5,Cigarette Ki Tarah romance thriller ashok banthia sudesh berry yuvika chaudhry
Dabangg 2,0,2012,action comedy,salman khan,sonakshi sinha,prakash raj,4.9,Dabangg 2 action comedy salman khan sonakshi sinha prakash raj
Players,0,2012,action crime thriller,vinod khanna,abhishek bachchan,bobby deol,4.1,Players action crime thriller vinod khanna abhishek bachchan bobby deol
Housefull 2,0,2012,action comedy musical,akshay kumar,john abraham,asin,5.2,Housefull 2 action comedy musical akshay kumar john abraham asin
Bol Bachchan,0,2012,action comedy,amitabh bachchan,ajay devgn,abhishek bachchan,5.5,Bol Bachchan action comedy amitabh bachchan ajay devgn abhishek bachchan
English Vinglish,0,2012,comedy drama family,sridevi,adil hussain,mehdi nebbou,7.8,English Vinglish comedy drama family sridevi adil hussain mehdi nebbou
Impatient Vivek,0,2011,comedy drama romance,vivek sudershan,sayali bhagat,ronnaoq ahuja,2.3,Impatient Vivek comedy drama romance vivek sudershan sayali bhagat ronnaoq ahuja
Yamla Pagla Deewana,0,2011,action comedy drama,nafisa ali,yugesh anil,madhuri bhattacharya,5.6,Yamla Pagla Deewana action comedy drama nafisa ali yugesh anil madhuri bhattacharya
Mumbai Mast Kallander,0,2011,action comedy crime,mohsin,muzzi,shilpa shukla,5.8,Mumbai Mast Kallander action comedy crime mohsin muzzi shilpa shukla
Dhobi Ghat,0,2010,drama,prateik,monica dogra,kriti malhotra,7.0,Dhobi Ghat drama prateik monica dogra kriti malhotra
Turning 30!!!,0,2011,comedy drama romance,gul panag,purab kohli,sid makkar,5.2,Turning 30!!! comedy drama romance gul panag purab kohli sid makkar
Hostel,0,2011,action crime drama,vatsal sheth,tulip joshi,mukesh tiwari,5.1,Hostel action crime drama vatsal sheth tulip joshi mukesh tiwari
Dil Toh Baccha Hai Ji,0,2011,comedy drama romance,ajay devgn,emraan hashmi,omi vaidya,5.7,Dil Toh Baccha Hai Ji comedy drama romance ajay devgn emraan hashmi omi vaidya
United Six,0,2011,action drama thriller,russell geoffrey banks,leigh barwell,isha batwe,3.9,United Six action drama thriller russell geoffrey banks leigh barwell isha batwe
Utt Pataang,0,2011,comedy drama,vinay pathak,saurabh shukla,mahie gill,6.1,Utt Pataang comedy drama vinay pathak saurabh shukla mahie gill
Patiala House,0,2011,drama sport,rishi kapoor,dimple kapadia,akshay kumar,5.6,Patiala House drama sport rishi kapoor dimple kapadia akshay kumar
Seven Sins Forgiven,0,2011,drama mystery thriller,priyanka chopra,vivaan shah,neil nitin mukesh,6.1,Seven Sins Forgiven drama mystery thriller priyanka chopra vivaan shah neil nitin mukesh
Tanu Weds Manu,0,2011,comedy drama romance,madhavan,kangana ranaut,jimmy sheirgill,6.7,Tanu Weds Manu comedy drama romance madhavan kangana ranaut jimmy sheirgill
F.A.L.T.U,0,2011,comedy drama,arshad warsi,riteish deshmukh,jackky bhagnani,4.6,F.A.L.T.U comedy drama arshad warsi riteish deshmukh jackky bhagnani
Memories in March,0,2010,drama,deepti naval,raima sen,rituparno ghosh,7.1,Memories in March drama deepti naval raima sen rituparno ghosh
Thank You,0,2011,comedy,akshay kumar,bobby deol,sonam kapoor,4.6,Thank You comedy akshay kumar bobby deol sonam kapoor
Angel,0,2011,action drama,sumit arora,arun,raakesh babu,6.5,Angel action drama sumit arora arun raakesh babu
Happy Husbands,0,2011,comedy drama,anay,kurush deboo,mohit ghai,3.6,Happy Husbands comedy drama anay kurush deboo mohit ghai
Teen Thay Bhai,0,2011,comedy drama,om puri,deepak dobriyal,ragini khanna,4.3,Teen Thay Bhai comedy drama om puri deepak dobriyal ragini khanna
Dum Maaro Dum,0,2011,action crime drama,abhishek bachchan,bipasha basu,rana daggubati,6.2,Dum Maaro Dum action crime drama abhishek bachchan bipasha basu rana daggubati
Shor in the City,0,2010,crime drama,sendhil ramamurthy,tusshar kapoor,nikhil dwivedi,7.2,Shor in the City crime drama sendhil ramamurthy tusshar kapoor nikhil dwivedi
Zokkomon,0,2011,action adventure,darsheel safary,anupam kher,manjari fadnnis,4.0,Zokkomon action adventure darsheel safary anupam kher manjari fadnnis
Chalo Dilli,0,2011,comedy drama,vinay pathak,lara dutta,yana gupta,6.8,Chalo Dilli comedy drama vinay pathak lara dutta yana gupta
Aashiqui.in,0,2011,drama romance,ishaan manhaas,dheeraj miglani,priti gandwani,3.7,Aashiqui.in drama romance ishaan manhaas dheeraj miglani priti gandwani
Satrangee Parachute,0,2011,comedy drama family,sanjay mishra,zakir hussain,lilliput,5.5,Satrangee Parachute comedy drama family sanjay mishra zakir hussain lilliput
Monica,0,2011,biography drama thriller,ashutosh rana,divya dutta,rajit kapoor,5.6,Monica biography drama thriller ashutosh rana divya dutta rajit kapoor
I Am,0,2010,drama,juhi chawla,rahul bose,radhika apte,6.9,I Am drama juhi chawla rahul bose radhika apte
Naughty @ 40,0,2011,comedy drama,govinda,yuvika chaudhry,anupam kher,2.5,Naughty @ 40 comedy drama govinda yuvika chaudhry anupam kher
Haunted - 3D,0,2011,horror mystery thriller,mimoh chakraborty,tia bajpai,achint kaur,6.2,Haunted - 3D horror mystery thriller mimoh chakraborty tia bajpai achint kaur
Love U... Mr. Kalakaar!,0,2011,drama romance,tusshar kapoor,amrita rao,ram kapoor,5.4,Love U... Mr. Kalakaar! drama romance tusshar kapoor amrita rao ram kapoor
Ragini MMS,0,2011,drama horror mystery,kainaz motivala,rajkummar rao,rajat kaul,4.9,Ragini MMS drama horror mystery kainaz motivala rajkummar rao rajat kaul
Stanley Ka Dabba,0,2011,comedy drama family,partho a. gupte,numaan sheikh,abhishek reddy,7.8,Stanley Ka Dabba comedy drama family partho a. gupte numaan sheikh abhishek reddy
Shagird,0,2011,action crime drama,nana patekar,mohit ahlawat,rimi sen,7.0,Shagird action crime drama nana patekar mohit ahlawat rimi sen
404 Error Not Found,0,2011,drama mystery thriller,sara arjun,rajvvir aroraa,aditya banerjee,7.2,404 Error Not Found drama mystery thriller sara arjun rajvvir aroraa aditya banerjee
Shaitan,0,2011,action crime drama,kalki koechlin,shiv panditt,gulshan devaiah,7.2,Shaitan action crime drama kalki koechlin shiv panditt gulshan devaiah
Pyaar Ka Punchnama,0,2011,comedy drama romance,kartik aaryan,raayo s. bakhirta,divyendu sharma,7.7,Pyaar Ka Punchnama comedy drama romance kartik aaryan raayo s. bakhirta divyendu sharma
Bheja Fry 2,0,2011,comedy drama,vinay pathak,kay kay menon,minissha lamba,4.7,Bheja Fry 2 comedy drama vinay pathak kay kay menon minissha lamba
Always Kabhi Kabhi,0,2011,comedy crime drama,lillete dubey,satyajeet dubey,ali fazal,4.0,Always Kabhi Kabhi comedy crime drama lillete dubey satyajeet dubey ali fazal
Double Dhamaal,0,2011,comedy crime drama,sanjay dutt,riteish deshmukh,arshad warsi,3.8,Double Dhamaal comedy crime drama sanjay dutt riteish deshmukh arshad warsi
Bbuddah... Hoga Terra Baap,0,2011,action crime thriller,amitabh bachchan,hema malini,sonu sood,5.6,Bbuddah... Hoga Terra Baap action crime thriller amitabh bachchan hema malini sonu sood
Delhi Belly,0,2011,action comedy crime,imran khan,vir das,kunaal roy kapur,7.5,Delhi Belly action comedy crime imran khan vir das kunaal roy kapur
Murder 2,0,2011,action drama horror,emraan hashmi,jacqueline fernandez,prashant narayanan,6.2,Murder 2 action drama horror emraan hashmi jacqueline fernandez prashant narayanan
Chillar Party,0,2011,comedy drama family,aarav khanna,chinmay chandraunshuh,divji handa,7.4,Chillar Party comedy drama family aarav khanna chinmay chandraunshuh divji handa
Zindagi Na Milegi Dobara,0,2011,comedy drama,hrithik roshan,farhan akhtar,abhay deol,8.1,Zindagi Na Milegi Dobara comedy drama hrithik roshan farhan akhtar abhay deol
Gandhi to Hitler,0,2011,drama history war,raghuvir yadav,neha dhupia,aman verma,2.6,Gandhi to Hitler drama history war raghuvir yadav neha dhupia aman verma
I Am Kalam,0,2010,comedy drama family,gulshan grover,harsh mayar,pitobash,8.0,I Am Kalam comedy drama family gulshan grover harsh mayar pitobash
Bin Bulaye Baraati,0,2011,action comedy crime,naushaad abbas,rati agnihotri,shweta bhardwaj,3.9,Bin Bulaye Baraati action comedy crime naushaad abbas rati agnihotri shweta bhardwaj
Kucch Luv Jaisaa,0,2011,drama,shefali shah,om puri,,4.3,Kucch Luv Jaisaa drama shefali shah om puri 
Singham,0,2011,action drama,ajay devgn,kajal aggarwal,prakash raj,6.7,Singham action drama ajay devgn kajal aggarwal prakash raj
Khap,0,2011,drama thriller,rahul jaiswal,,unknown,5.8,Khap drama thriller rahul jaiswal  unknown
Bubble Gum,0,2011,drama,apoorva arora,tanvi azmi,delzad hiwale,7.3,Bubble Gum drama apoorva arora tanvi azmi delzad hiwale
Shabri,0,2011,action crime drama,isha koppikar,raj arjun,manish wadhwa,5.7,Shabri action crime drama isha koppikar raj arjun manish wadhwa
Phhir,0,2011,drama mystery romance,rajniesh duggall,roshni chopra,monica,5.3,Phhir drama mystery romance rajniesh duggall roshni chopra monica
Aarakshan,0,2011,drama,amitabh bachchan,saif ali khan,manoj bajpayee,6.2,Aarakshan drama amitabh bachchan saif ali khan manoj bajpayee
Chatur Singh Two Star,0,2011,action adventure comedy,sanjay dutt,ameesha patel,anupam kher,1.7,Chatur Singh Two Star action adventure comedy sanjay dutt ameesha patel anupam kher
Sahi Dhandhe Galat Bande,0,2011,action comedy drama,anupam kher,sharat saxena,udit khurana,4.9,Sahi Dhandhe Galat Bande action comedy drama anupam kher sharat saxena udit khurana
Bodyguard,0,2011,action comedy romance,salman khan,kareena kapoor,raj babbar,4.6,Bodyguard action comedy romance salman khan kareena kapoor raj babbar
Yeh Dooriyan,0,2011,drama romance,deepshika nagpal,inder kumar,delnaaz irani,5.1,Yeh Dooriyan drama romance deepshika nagpal inder kumar delnaaz irani
Not a Love Story,0,2011,crime drama thriller,deepak dobriyal,mahie gill,zakir hussain,5.0,Not a Love Story crime drama thriller deepak dobriyal mahie gill zakir hussain
Hum Tum Shabana,0,2011,comedy crime drama,tusshar kapoor,shreyas talpade,minissha lamba,3.7,Hum Tum Shabana comedy crime drama tusshar kapoor shreyas talpade minissha lamba
Mummy Punjabi Superman Ki Bhi Maa!!,0,2011,comedy drama,kiron kher,kanwaljit singh,jackie shroff,5.5,Mummy Punjabi Superman Ki Bhi Maa!! comedy drama kiron kher kanwaljit singh jackie shroff
Mere Brother Ki Dulhan,0,2011,comedy family romance,imran khan,katrina kaif,ali zafar,5.8,Mere Brother Ki Dulhan comedy family romance imran khan katrina kaif ali zafar
Mausam,0,2011,drama romance war,shahid kapoor,sonam kapoor,anupam kher,4.7,Mausam drama romance war shahid kapoor sonam kapoor anupam kher
U R My Jaan,0,2011,romance,mikaal,preeti soni,himani shivpuri,6.0,U R My Jaan romance mikaal preeti soni himani shivpuri
Force,0,2011,action thriller,john abraham,genelia d'souza,raj babbar,6.4,Force action thriller john abraham genelia d'souza raj babbar
Saheb Biwi Aur Gangster,0,2011,action crime drama,jimmy sheirgill,mahie gill,randeep hooda,7.2,Saheb Biwi Aur Gangster action crime drama jimmy sheirgill mahie gill randeep hooda
Tere Mere Phere,0,2011,comedy drama romance,vinay pathak,riya sen,jagrat desai,5.4,Tere Mere Phere comedy drama romance vinay pathak riya sen jagrat desai
Breakaway,0,2011,comedy drama sport,vinay virmani,camilla belle,russell peters,5.7,Breakaway comedy drama sport vinay virmani camilla belle russell peters
Chargesheet,0,2011,drama thriller,dev anand,sanket dhawan,divya dutta,6.3,Chargesheet drama thriller dev anand sanket dhawan divya dutta
Love Breakups Zindagi,0,2011,comedy drama romance,zayed khan,dia mirza,cyrus sahukar,5.7,Love Breakups Zindagi comedy drama romance zayed khan dia mirza cyrus sahukar
Mujhse Fraaandship Karoge,0,2011,comedy romance,saqib saleem,saba azad,nishant dahiya,6.9,Mujhse Fraaandship Karoge comedy romance saqib saleem saba azad nishant dahiya
Aazaan,0,2011,action drama mystery,sachiin joshi,candice boucher,arya babbar,4.4,Aazaan action drama mystery sachiin joshi candice boucher arya babbar
Ra.One,0,2011,action adventure sci-fi,shah rukh khan,arjun rampal,kareena kapoor,4.6,Ra.One action adventure sci-fi shah rukh khan arjun rampal kareena kapoor
Rockstar,0,2011,drama music musical,ranbir kapoor,nargis fakhri,shammi kapoor,7.7,Rockstar drama music musical ranbir kapoor nargis fakhri shammi kapoor
Miley - Naa Miley - Hum,0,2011,comedy drama romance,chirag paswan,kangana ranaut,neeru bajwa,3.0,Miley - Naa Miley - Hum comedy drama romance chirag paswan kangana ranaut neeru bajwa
Tell Me O Kkhuda,0,2011,action crime drama,dharmendra,vinod khanna,rishi kapoor,2.5,Tell Me O Kkhuda action crime drama dharmendra vinod khanna rishi kapoor
Damadamm!,0,2011,comedy drama romance,himesh reshammiya,sonal sehgal,purbi joshi,4.0,Damadamm! comedy drama romance himesh reshammiya sonal sehgal purbi joshi
Ladies vs. Ricky Bahl,0,2011,comedy drama romance,ranveer singh,anushka sharma,parineeti chopra,5.9,Ladies vs. Ricky Bahl comedy drama romance ranveer singh anushka sharma parineeti chopra
Desi Boyz,0,2011,comedy drama,akshay kumar,john abraham,deepika padukone,5.7,Desi Boyz comedy drama akshay kumar john abraham deepika padukone
Game,0,2011,action crime drama,abhishek bachchan,kangana ranaut,anupam kher,5.1,Game action crime drama abhishek bachchan kangana ranaut anupam kher
No One Killed Jessica,0,2011,biography crime drama,rani mukerji,vidya balan,myra karn,7.2,No One Killed Jessica biography crime drama rani mukerji vidya balan myra karn
Rascals,0,2011,action comedy crime,ajay devgn,sanjay dutt,kangana ranaut,2.9,Rascals action comedy crime ajay devgn sanjay dutt kangana ranaut
The Dirty Picture,0,2011,biography drama,vidya balan,emraan hashmi,tusshar kapoor,6.6,The Dirty Picture biography drama vidya balan emraan hashmi tusshar kapoor
Pyaar Impossible!,0,2010,comedy romance,priyanka chopra,anupam kher,uday chopra,4.6,Pyaar Impossible! comedy romance priyanka chopra anupam kher uday chopra
Chance Pe Dance,0,2010,comedy drama music,shahid kapoor,genelia d'souza,mohnish bahl,4.7,Chance Pe Dance comedy drama music shahid kapoor genelia d'souza mohnish bahl
My Friend Pinto,0,2011,comedy crime drama,prateik,kalki koechlin,arjun mathur,5.3,My Friend Pinto comedy crime drama prateik kalki koechlin arjun mathur
Veer,0,2010,action adventure drama,salman khan,jackie shroff,mithun chakraborty,4.6,Veer action adventure drama salman khan jackie shroff mithun chakraborty
Striker,0,2010,action crime drama,siddharth,ankur vikal,anupam kher,7.0,Striker action crime drama siddharth ankur vikal anupam kher
Rann,0,2010,drama mystery thriller,amitabh bachchan,riteish deshmukh,gul panag,6.9,Rann drama mystery thriller amitabh bachchan riteish deshmukh gul panag
Ishqiya,0,2010,comedy drama romance,vidya balan,naseeruddin shah,arshad warsi,7.3,Ishqiya comedy drama romance vidya balan naseeruddin shah arshad warsi
Road to Sangam,0,2010,drama thriller,paresh rawal,om puri,pavan malhotra,7.5,Road to Sangam drama thriller paresh rawal om puri pavan malhotra
Jo Hum Chahein,0,2011,drama romance,sunny gill,simran kaur mundi,alyy khan,5.4,Jo Hum Chahein drama romance sunny gill simran kaur mundi alyy khan
Click,0,2010,drama horror mystery,shreyas talpade,sada,sneha ullal,3.5,Click drama horror mystery shreyas talpade sada sneha ullal
Toh Baat Pakki!,0,2010,comedy drama,tabu,sharman joshi,yuvika chaudhry,5.2,Toh Baat Pakki! comedy drama tabu sharman joshi yuvika chaudhry
My Name Is Khan,0,2010,drama,shah rukh khan,kajol,katie a. keane,8.0,My Name Is Khan drama shah rukh khan kajol katie a. keane
Teen Patti,0,2010,crime drama thriller,amitabh bachchan,madhavan,shraddha kapoor,4.1,Teen Patti crime drama thriller amitabh bachchan madhavan shraddha kapoor
Karthik Calling Karthik,0,2010,drama mystery thriller,siddhartha gupta,swapnel desai,farhan akhtar,7.0,Karthik Calling Karthik drama mystery thriller siddhartha gupta swapnel desai farhan akhtar
Don 2,0,2011,action crime thriller,shah rukh khan,priyanka chopra,boman irani,7.1,Don 2 action crime thriller shah rukh khan priyanka chopra boman irani
Rokkk,0,2010,drama horror mystery,tanushree dutta,udita goswami,shaad randhawa,4.3,Rokkk drama horror mystery tanushree dutta udita goswami shaad randhawa
